"1,1,1,1,1,1,,,,,,,,,,,,,,,,,"
"1,0,スタート,,0,1,,,,,,,,,,,,,,,,,"
"1,0,0,0,0,1,,,,,,,,,,,,,,,,,"
"1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,"
"1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,,,"
"1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,,,"
"1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,,,"
"1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,,,"
"1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,,,"
"1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,,,"
"1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,,,"
"1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,,,"
"1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,,,"
"1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1"
"1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,ゴール,,1"
"1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1"
"1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1"
"1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1"
"1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1"
"1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,,,"
"1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,"
"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,"
