1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,https://n3s.nadesi.com/image.php?f=151.csv
1,0,0,1,1,1,1,0,2 ,0,0,0,1,1,2,0,1,,
1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,,
1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,,
1,1,1,0,1,1,1,1,1,0,0,2,1,0,0,0,1,,
1,1,1,0,1,0,0,0,2,1,0,1,1,0,1,0,1,,
1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,,
1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,,
1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,,
1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,,
1,1,0,0,0,0,1,1,1,2,0,1,1,0,1,2,1,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
,,,,,,,,,,,,,,,,,,
